Oscore,Cscore,Escore,AScore,Nscore,SS,Impulsive
-0.01928,-0.14277,0.63779,0.76096,0.31287,-0.52593,-0.21712
-2.21069,0.58489,-1.23177,1.81866,-1.1943,-2.07848,-2.55524
-1.42424,-1.5184,-0.80615,1.11406,1.23461,-0.21575,1.86203
-1.42424,2.33337,0.16767,-0.30172,-0.46725,-1.18084,-0.71126
-0.71727,0.7583,-0.94779,-0.15487,0.62967,-1.54858,-1.37983
0.58331,0.7583,1.2861,1.11406,-1.86962,0.07987,0.52975
1.88511,0.25953,-1.92173,-0.91699,1.8399,1.92173,0.19268
-0.01928,-0.89891,-0.69509,-1.34289,1.13281,1.2247,1.29221
-0.45174,1.13407,-0.57545,0.76096,0.41667,-0.52593,-1.37983
0.58331,0.25953,1.74091,1.11406,-2.75696,0.40148,-0.71126
0.29338,0.93949,-0.43999,-0.76096,1.98437,0.40148,-0.71126
-0.01928,-0.40581,0.63779,-0.76096,-0.14882,0.07987,-0.21712
-1.42424,2.04506,-0.30033,1.45039,-0.46725,-0.52593,-0.71126
0.58331,-1.5184,0.80523,0.94156,1.13281,-0.84637,0.88113
-0.01928,1.81175,-0.43999,1.2861,-0.14882,-1.18084,-0.71126
-0.17779,0.7583,-0.15487,0.28783,-1.1943,0.07987,-0.21712
0.58331,0.93949,0.16767,0.59042,-0.79151,-0.52593,-1.37983
0.14143,0.58489,-1.23177,-0.15487,0.41667,0.07987,0.52975
-0.97631,0.25953,0.80523,0.28783,0.31287,0.40148,-0.21712
-1.55521,-0.78155,0.32197,1.11406,-0.46725,-0.84637,-1.37983
0.29338,1.30612,1.74091,0.59042,0.04257,-0.52593,0.19268
-1.97495,0.7583,0.63779,0.28783,-0.58016,-0.52593,-0.71126
1.43533,-0.00665,1.2861,-1.34289,-0.58016,1.2247,-0.71126
0.44585,-0.65253,0.00332,-0.45321,0.62967,0.40148,-0.21712
0.14143,0.7583,2.127,0.13136,-0.46725,1.2247,1.86203
-0.17779,-1.0145,0.16767,-0.60633,1.02119,1.2247,1.29221
-2.09015,0.7583,-0.15487,0.28783,-0.92104,-1.54858,-1.37983
-1.42424,-0.65253,-0.43999,0.76096,0.91093,-0.52593,-1.37983
-0.17779,-0.40581,-0.15487,-0.45321,-0.79151,1.2247,-0.21712
2.44904,-0.65253,-0.15487,0.94156,2.127,0.07987,-0.21712
-0.84732,-0.78155,-0.94779,-1.34289,1.02119,0.7654,0.19268
-1.82919,0.25953,-1.37639,0.94156,0.52135,-0.84637,0.52975
0.29338,1.46191,-0.30033,0.28783,-0.79151,-0.84637,-0.21712
-0.71727,1.13407,0.16767,-0.91699,0.73545,-0.84637,-1.37983
-0.45174,-0.14277,-0.80615,-1.21213,-0.34799,0.40148,1.86203
0.14143,-1.64101,-1.37639,-0.30172,2.127,-0.21575,1.29221
1.06238,2.04506,0.00332,0.59042,-0.24649,-0.52593,-0.71126
0.7233,-0.40581,-0.57545,0.76096,1.13281,-0.21575,0.19268
0.88309,-1.64101,1.74091,-1.92595,1.23461,1.2247,0.88113
1.24033,-1.5184,-0.43999,0.13136,-0.34799,0.40148,0.52975
-0.97631,-1.38502,0.00332,0.13136,0.52135,-0.52593,-0.71126
-0.58331,0.7583,0.32197,0.13136,0.62967,-0.21575,-0.21712
0.29338,-0.27607,0.16767,-0.30172,0.62967,-0.52593,-0.21712
0.29338,-0.27607,-1.6334,-0.60633,-0.14882,0.40148,-0.71126
0.44585,-0.14277,0.47617,0.76096,0.04257,1.2247,1.86203
-1.42424,-0.00665,1.11406,0.28783,-1.1943,-0.84637,-0.71126
1.43533,0.58489,0.16767,0.59042,0.41667,0.07987,-1.37983
0.44585,0.25953,1.74091,0.13136,-0.67825,0.07987,-0.71126
-1.82919,-1.64101,-1.50796,0.13136,2.46262,-0.52593,0.88113
1.24033,-0.00665,0.80523,0.59042,-1.69163,-1.54858,-0.21712
-2.8595,2.63199,1.74091,-0.76096,-0.05188,-1.54858,-1.37983
-0.71727,0.7583,0.47617,0.76096,-1.05308,-0.21575,-0.21712
-0.45174,-0.14277,-0.94779,0.76096,0.82562,-0.21575,0.19268
1.24033,-1.13788,-0.80615,-1.6209,1.8399,0.40148,0.88113
0.14143,2.04506,0.96248,0.43852,-2.75696,-0.21575,-0.71126
0.58331,1.13407,1.74091,-1.34289,-0.92104,1.2247,0.52975
-0.97631,-0.14277,0.47617,0.43852,-0.34799,-0.21575,0.52975
-1.55521,1.46191,0.47617,-0.30172,2.61139,-0.84637,-0.21712
-0.31776,1.13407,-0.15487,2.23427,0.41667,-0.52593,-1.37983
1.06238,1.46191,1.2861,-0.76096,0.91093,0.40148,0.19268
0.7233,-0.27607,0.96248,0.28783,-0.24649,0.07987,0.52975
-0.71727,-0.78155,-1.37639,-1.34289,0.73545,0.7654,-0.21712
-0.45174,0.12331,-0.80615,-1.47955,-0.67825,-0.21575,-0.71126
0.58331,0.25953,0.32197,1.11406,-0.58016,-0.52593,-0.71126
0.44585,-0.40581,0.32197,-1.21213,0.13606,0.07987,1.86203
0.58331,0.41594,0.80523,-0.01729,-0.79151,-0.52593,-0.71126
-0.17779,-0.00665,-0.30033,0.43852,-1.32828,-0.52593,-0.21712
-1.11902,0.58489,0.63779,1.2861,-0.79151,-2.07848,-1.37983
-0.31776,0.41594,0.16767,-0.91699,0.41667,0.40148,0.88113
-1.42424,-0.78155,1.11406,-0.45321,-0.05188,1.2247,0.88113
0.44585,-0.27607,1.11406,-1.07533,0.73545,1.92173,0.88113
-1.42424,0.7583,0.63779,0.13136,-0.24649,0.07987,1.29221
0.14143,0.7583,1.58487,-0.30172,-0.92104,0.40148,0.19268
-0.58331,0.41594,-0.15487,-0.60633,-0.05188,-0.52593,-0.71126
-0.84732,-0.40581,-0.94779,-1.07533,0.52135,0.40148,-0.21712
-0.01928,-0.27607,0.63779,-0.15487,0.41667,1.2247,0.52975
-0.84732,-0.00665,-0.43999,-0.30172,0.13606,-1.54858,-0.71126
0.29338,-1.78169,1.74091,-0.76096,0.31287,1.92173,1.86203
-1.82919,0.7583,1.11406,-0.45321,-1.05308,0.7654,-0.21712
-0.01928,0.12331,0.80523,-0.60633,-0.46725,1.2247,0.88113
-0.01928,-0.40581,-0.30033,-0.01729,0.91093,-0.21575,-0.21712
-0.97631,-0.65253,-0.15487,1.11406,0.41667,-1.18084,-1.37983
0.29338,-0.89891,-1.50796,0.13136,1.02119,0.07987,0.52975
-0.01928,0.41594,1.11406,0.28783,-0.92104,1.2247,0.19268
0.14143,-0.00665,-0.43999,-0.01729,1.37297,-0.52593,-0.71126
1.06238,0.7583,0.63779,-0.45321,0.04257,1.2247,0.19268
-1.27553,-0.65253,-0.94779,-0.01729,-0.14882,-0.52593,-0.21712
-0.58331,-1.13788,-0.69509,0.28783,-0.34799,-0.52593,-0.21712
-0.01928,-2.90161,-1.23177,-2.5383,2.28554,1.2247,-0.21712
-0.58331,-0.14277,0.63779,0.13136,0.31287,-0.21575,0.19268
0.7233,1.63088,0.32197,0.94156,-1.32828,0.40148,-0.71126
0.7233,-0.00665,0.80523,-0.15487,-1.69163,0.07987,-0.21712
0.44585,0.41594,-0.43999,0.59042,1.60383,0.07987,0.19268
-1.27553,1.46191,-0.15487,0.43852,-0.24649,-0.84637,-0.21712
-0.01928,0.41594,1.2861,-0.01729,-0.92104,-1.18084,-0.71126
-0.31776,0.93949,1.11406,1.11406,-1.1943,0.07987,-0.21712
0.88309,2.33337,-1.7625,-0.76096,-0.05188,-0.21575,-0.71126
1.06238,-0.89891,1.45421,-1.772,1.13281,1.2247,1.29221
-0.58331,0.58489,0.16767,0.28783,-1.32828,-0.84637,-1.37983
0.29338,-1.78169,-0.30033,-0.15487,1.37297,-0.21575,0.19268
-0.97631,1.13407,1.93886,-0.01729,-0.79151,-0.52593,-0.71126
0.14143,0.93949,0.00332,0.94156,-0.05188,0.40148,0.19268
-2.39883,-1.38502,2.32338,-1.47955,-1.32828,1.2247,1.86203
1.65653,-0.14277,0.96248,-0.01729,-1.55078,0.7654,1.29221
-0.45174,-0.78155,1.2861,-1.47955,0.22393,1.2247,1.86203
-0.01928,0.58489,-0.30033,0.59042,1.13281,0.40148,0.19268
-1.11902,-1.38502,-1.23177,-1.772,0.31287,0.40148,0.19268
-1.42424,1.81175,0.32197,-0.60633,-0.92104,0.07987,-0.21712
-1.27553,0.7583,-0.43999,-0.91699,1.23461,-2.07848,-1.37983
-2.21069,-1.25773,-0.30033,1.61108,-1.32828,-1.54858,-1.37983
0.14143,-0.52745,-0.15487,-0.01729,0.41667,-0.21575,-0.21712
1.43533,-1.64101,0.00332,0.59042,0.73545,0.40148,0.52975
-0.58331,1.46191,-0.94779,2.75696,0.31287,-1.18084,-1.37983
-0.71727,-0.14277,0.16767,0.13136,-0.58016,-1.18084,-0.71126
-2.09015,-2.18109,-0.80615,-1.6209,-0.79151,-1.18084,-2.55524
-0.84732,0.58489,1.58487,1.2861,-0.24649,-0.84637,-0.71126
1.06238,2.63199,0.63779,2.03972,-0.67825,0.07987,0.19268
0.88309,-0.52745,0.00332,-2.07848,0.91093,-0.21575,0.19268
0.44585,-0.14277,0.96248,-0.30172,-0.58016,0.7654,0.19268
0.29338,-1.13788,-0.69509,-0.60633,0.22393,0.40148,0.52975
-0.01928,-0.14277,-1.23177,-0.91699,-0.79151,0.40148,0.88113
-0.17779,1.13407,-0.57545,0.43852,-1.32828,-0.52593,-0.71126
-0.97631,0.25953,0.63779,-0.76096,0.82562,-0.21575,-0.21712
1.06238,0.41594,0.47617,-1.34289,-1.1943,1.2247,-0.21712
0.88309,-1.13788,-2.03972,-0.01729,1.37297,0.40148,-0.21712
0.29338,-0.65253,-0.80615,2.23427,1.02119,0.07987,0.52975
-0.31776,1.46191,0.16767,-0.45321,-0.46725,-0.84637,0.19268
0.14143,-0.65253,-0.94779,0.76096,0.52135,1.2247,-0.21712
-1.11902,-1.64101,-0.94779,1.45039,1.02119,-0.21575,0.19268
-0.01928,-1.38502,-1.09207,-2.21844,0.52135,0.7654,-0.71126
0.58331,-0.00665,-0.43999,0.28783,-1.1943,-0.21575,-0.71126
0.7233,1.46191,0.00332,-2.21844,0.13606,1.92173,0.88113
-0.71727,-0.00665,-0.30033,-0.60633,1.02119,-1.18084,-1.37983
-0.31776,0.93949,0.63779,0.76096,-0.46725,-0.21575,-0.71126
0.14143,-0.14277,-2.72827,-0.01729,1.02119,0.07987,0.19268
0.44585,1.13407,-1.09207,-0.60633,0.82562,-0.21575,0.88113
1.43533,-1.78169,1.11406,-1.47955,0.73545,0.7654,0.88113
-0.97631,0.58489,0.80523,-0.45321,-1.1943,-1.18084,-0.71126
0.14143,-0.65253,0.16767,-0.60633,0.13606,1.92173,0.52975
0.58331,0.41594,1.58487,0.13136,-0.58016,1.92173,1.29221
0.14143,0.12331,-0.57545,-0.76096,0.82562,0.07987,1.29221
0.58331,-0.78155,1.2861,0.28783,1.60383,-1.18084,0.52975
-0.71727,-0.52745,-0.94779,0.13136,-2.21844,0.7654,-0.71126
1.65653,-0.78155,1.45421,1.81866,-1.05308,-0.52593,0.19268
0.88309,0.25953,0.16767,2.46262,0.62967,0.40148,-0.71126
0.29338,-1.0145,-1.09207,-0.45321,-0.24649,0.7654,-1.37983
0.88309,0.58489,0.63779,-0.76096,-0.46725,0.07987,0.19268
-1.11902,0.41594,-0.94779,-0.76096,-0.24649,-0.21575,-1.37983
-0.31776,0.93949,0.00332,-1.21213,-0.46725,0.40148,-0.71126
-0.01928,-1.5184,-1.7625,0.13136,1.60383,-0.52593,0.88113
-0.31776,-0.14277,-0.30033,0.13136,1.37297,0.40148,0.88113
-1.68062,0.41594,0.80523,-0.60633,-0.34799,-0.21575,-0.21712
-0.58331,-3.15735,-2.5383,-2.21844,2.28554,1.2247,1.86203
0.88309,-0.27607,0.80523,-0.15487,0.52135,1.2247,1.29221
-0.58331,0.58489,0.00332,-0.60633,-0.58016,0.40148,-0.21712
0.58331,-0.40581,-1.23177,-0.60633,0.73545,0.40148,0.52975
0.14143,0.12331,0.32197,1.61108,-0.46725,0.40148,1.29221
0.14143,0.58489,1.11406,-0.15487,0.13606,0.40148,0.88113
0.14143,0.7583,-0.57545,0.59042,-0.46725,-2.07848,-1.37983
-0.45174,-0.00665,0.00332,-0.01729,-0.24649,-2.07848,-0.71126
1.88511,-1.25773,1.2861,-2.5383,1.37297,1.2247,1.29221
1.43533,-0.78155,-0.57545,-0.91699,-0.14882,0.40148,0.52975
-0.58331,0.25953,0.16767,0.43852,0.04257,-0.52593,-0.21712
0.14143,-0.27607,-0.43999,0.28783,1.13281,-0.21575,-0.71126
-0.84732,-1.38502,0.63779,-1.07533,0.82562,0.7654,1.29221
-0.01928,-1.13788,-0.30033,0.43852,0.13606,0.40148,-0.21712
-1.11902,-0.65253,0.32197,-0.15487,-1.86962,-0.21575,0.19268
-0.84732,0.93949,0.63779,-2.21844,0.82562,1.92173,1.86203
0.44585,-0.78155,0.16767,-1.6209,2.28554,0.07987,1.29221
0.29338,0.93949,0.32197,-1.34289,-0.79151,-0.52593,0.88113
-0.45174,-1.0145,-0.30033,-0.45321,1.8399,1.92173,1.86203
0.29338,-0.00665,1.58487,-1.47955,0.22393,0.7654,-0.21712
-0.01928,-1.5184,-0.80615,-0.45321,0.62967,0.7654,1.29221
0.88309,-0.52745,-1.92173,-0.15487,0.41667,-0.52593,0.19268
-0.71727,-1.0145,-1.09207,0.28783,-0.14882,0.40148,-0.21712
-0.31776,-0.65253,-1.09207,-0.15487,1.23461,0.7654,1.29221
0.7233,0.58489,-1.37639,-0.45321,2.82196,0.7654,-0.21712
-0.01928,-0.00665,0.00332,0.76096,0.62967,-0.52593,-1.37983
-1.27553,-1.38502,-1.37639,-1.772,1.13281,-0.52593,0.52975
-1.42424,0.25953,-0.94779,-0.45321,-0.14882,-0.84637,0.52975
1.65653,0.25953,-0.15487,0.13136,0.91093,1.2247,0.52975
0.44585,0.7583,0.63779,-1.07533,0.62967,-0.21575,-0.21712
-0.17779,-0.52745,-0.30033,1.11406,-0.79151,0.07987,-0.71126
-0.01928,-0.78155,0.16767,-0.76096,0.04257,0.7654,0.88113
-0.01928,-0.78155,-1.50796,-2.07848,1.49158,0.7654,0.88113
-0.01928,0.7583,0.32197,-0.60633,0.31287,0.40148,-0.71126
0.88309,-1.78169,-0.69509,-0.30172,1.60383,1.92173,1.29221
0.29338,1.13407,0.80523,0.94156,-2.05048,-1.18084,-2.55524
-0.45174,0.93949,0.32197,1.45039,0.62967,-0.52593,-1.37983
-1.55521,1.63088,-0.30033,2.03972,-0.67825,-1.54858,-1.37983
-0.17779,0.58489,1.74091,0.28783,0.31287,0.7654,0.52975
-0.97631,1.13407,0.80523,1.45039,-0.46725,-1.18084,-1.37983
1.06238,-0.27607,1.58487,0.43852,0.41667,1.2247,0.52975
1.43533,-1.38502,1.45421,0.13136,-0.14882,0.7654,0.52975
-0.58331,-1.92173,0.96248,-0.91699,1.13281,1.92173,1.86203
-0.01928,-1.5184,0.16767,-0.30172,-1.69163,0.07987,0.19268
2.90161,-0.27607,2.57309,1.11406,-1.69163,1.92173,0.52975
1.43533,0.25953,1.2861,1.2861,-1.1943,-0.21575,-0.71126
-0.17779,-1.13788,-0.15487,-2.35413,1.37297,0.40148,0.88113
-0.71727,-1.13788,-1.37639,-1.21213,-1.1943,-0.21575,0.19268
-0.58331,-1.13788,1.2861,-0.60633,-1.69163,0.7654,1.86203
-0.17779,1.46191,0.47617,0.76096,-0.67825,-0.52593,-0.21712
0.44585,-0.78155,0.80523,-0.30172,0.62967,1.92173,1.29221
-1.55521,0.58489,-0.94779,1.81866,-1.69163,-0.84637,-2.55524
-0.17779,-1.5184,-0.15487,-1.92595,1.37297,-0.21575,-0.71126
0.14143,0.25953,0.63779,0.13136,0.04257,-1.18084,-0.21712
0.14143,-0.65253,-0.94779,-0.01729,-2.05048,0.40148,0.19268
1.24033,-0.14277,-0.15487,0.94156,-0.14882,1.92173,0.88113
-0.17779,0.7583,0.96248,-0.45321,0.41667,-0.21575,0.19268
0.88309,-0.78155,-0.57545,0.43852,-0.05188,0.07987,-0.21712
-1.27553,1.81175,0.32197,1.11406,-0.14882,1.2247,0.52975
-0.31776,0.58489,0.80523,0.94156,0.41667,0.07987,-0.21712
-0.71727,0.25953,-2.44904,-0.01729,-0.34799,-0.84637,-1.37983
-1.82919,0.41594,0.16767,-0.45321,-0.24649,-0.52593,-1.37983
0.7233,0.25953,-0.80615,-0.45321,-1.1943,-0.21575,1.29221
0.88309,0.7583,0.47617,0.43852,-1.05308,-0.21575,-0.71126
-0.58331,1.81175,0.47617,0.76096,-0.46725,-0.52593,-0.21712
-0.71727,0.12331,0.16767,-0.45321,-0.34799,-1.54858,-1.37983
-0.58331,0.41594,1.11406,1.2861,0.41667,0.40148,0.19268
-1.27553,-0.89891,-0.80615,0.59042,0.52135,-1.18084,0.19268
-0.84732,-0.40581,0.32197,1.81866,-0.67825,-1.18084,-0.71126
-0.58331,1.46191,0.80523,0.94156,-1.05308,0.07987,0.19268
-0.01928,1.63088,0.63779,-2.21844,0.13606,0.40148,0.19268
-0.17779,0.25953,0.47617,-0.15487,0.41667,-1.18084,-0.21712
0.44585,-0.52745,-1.23177,-3.15735,0.52135,1.2247,1.86203
-0.58331,-1.13788,1.11406,-1.07533,0.04257,1.2247,1.29221
1.88511,-0.00665,1.58487,1.2861,0.13606,0.7654,1.29221
-0.45174,-2.30408,-1.37639,-0.15487,1.37297,-0.21575,-0.21712
1.65653,0.58489,0.63779,0.59042,-0.67825,1.2247,-0.21712
-0.58331,0.25953,-0.57545,-0.91699,-0.34799,-1.54858,-0.71126
0.29338,-0.52745,-1.92173,0.13136,0.62967,1.2247,-0.71126
0.14143,0.41594,0.96248,-0.15487,-0.24649,-2.07848,-1.37983
-0.31776,1.30612,0.63779,1.2861,-1.05308,0.40148,-0.71126
-0.01928,1.13407,-0.80615,-0.91699,0.31287,1.92173,1.86203
0.58331,-0.14277,0.63779,-0.60633,0.13606,0.7654,1.86203
-0.17779,0.25953,-0.15487,-0.15487,0.91093,0.07987,0.88113
0.88309,-0.65253,0.96248,0.13136,-0.92104,1.92173,0.19268
0.7233,-0.89891,0.16767,-0.01729,-0.05188,-0.84637,-0.71126
-0.31776,-1.25773,-0.69509,-0.60633,-0.92104,0.40148,0.52975
-2.39883,-0.65253,-1.09207,-0.91699,-1.55078,-2.07848,-1.37983
0.7233,0.58489,0.96248,0.94156,-0.46725,-1.18084,-0.71126
2.90161,-0.78155,-1.7625,0.13136,0.82562,1.2247,1.86203
-1.11902,0.58489,0.47617,1.61108,-2.05048,-0.52593,-0.71126
-1.68062,-0.65253,-0.30033,0.59042,0.22393,0.07987,-0.21712
-1.11902,-1.13788,-0.94779,0.43852,0.13606,0.7654,-0.71126
1.24033,-1.38502,-2.21069,0.43852,1.60383,0.40148,0.52975
0.14143,-0.27607,0.47617,1.45039,-0.92104,1.2247,-0.21712
-0.01928,0.25953,-1.7625,-0.30172,-0.24649,-1.54858,-0.21712
1.06238,-0.78155,-0.57545,1.11406,1.49158,0.07987,1.86203
0.7233,1.13407,1.11406,-0.91699,-1.86962,0.07987,-0.71126
-0.97631,-0.27607,-0.80615,-0.76096,0.52135,0.40148,0.52975
0.44585,-0.14277,0.63779,1.45039,0.41667,-0.52593,0.88113
-0.58331,-0.40581,-0.80615,0.43852,0.82562,0.40148,0.19268
1.88511,1.63088,2.57309,0.13136,-2.21844,0.7654,0.19268
-1.11902,0.41594,0.47617,-0.01729,-1.86962,-0.52593,-0.71126
-1.11902,-0.14277,0.47617,-0.76096,-0.46725,0.7654,-0.21712
-0.58331,-0.14277,0.47617,0.59042,-0.67825,0.40148,-0.21712
1.43533,0.58489,1.2861,0.94156,-0.92104,-1.18084,-0.71126
-0.17779,-1.38502,-1.37639,-1.07533,0.22393,0.40148,1.29221
0.14143,1.63088,0.63779,-0.91699,0.13606,-1.54858,-0.71126
-0.45174,-0.14277,-0.69509,-0.45321,0.31287,0.7654,0.19268
0.88309,-1.78169,-0.57545,0.76096,-0.34799,1.92173,1.86203
-0.01928,-0.89891,0.96248,-0.01729,-1.69163,0.07987,0.88113
0.29338,-0.78155,-1.09207,-0.60633,1.60383,0.40148,1.86203
-1.42424,-0.78155,-1.37639,-0.45321,0.91093,-2.07848,0.19268
-1.11902,-0.52745,0.16767,0.28783,0.62967,-0.52593,0.52975
0.44585,-1.5184,0.16767,-2.35413,-1.05308,1.92173,0.88113
0.14143,0.12331,0.00332,0.59042,0.62967,0.07987,-0.21712
-0.01928,0.12331,-1.23177,0.76096,0.31287,-0.84637,-0.71126
0.7233,-0.00665,0.63779,-0.15487,1.23461,-0.21575,-0.71126
-0.71727,-0.00665,-0.69509,0.28783,0.91093,-0.52593,-0.71126
0.44585,-1.0145,-0.30033,-1.21213,1.98437,0.7654,0.19268
0.58331,0.41594,1.2861,0.13136,-0.05188,0.07987,0.88113
-0.31776,-0.40581,1.11406,0.59042,-2.21844,-0.52593,0.19268
1.43533,-0.40581,-0.69509,2.03972,0.73545,1.92173,-0.71126
0.14143,0.7583,0.00332,0.13136,-0.92104,-0.21575,-0.21712
0.58331,0.12331,1.11406,-0.01729,-1.1943,0.40148,-0.71126
0.44585,-1.38502,-1.7625,0.43852,0.22393,-0.84637,-1.37983
-0.17779,-0.00665,-2.11437,0.43852,1.02119,-0.84637,-1.37983
-0.71727,0.93949,0.00332,0.28783,0.04257,-1.18084,-1.37983
0.14143,1.13407,1.2861,0.94156,0.22393,-0.84637,0.19268
0.88309,1.81175,0.47617,-0.15487,-0.24649,0.40148,0.52975
1.43533,-0.65253,0.16767,1.11406,0.04257,-0.52593,0.52975
-0.58331,2.04506,0.32197,-1.34289,-1.32828,0.07987,-0.71126
0.14143,1.30612,-0.15487,1.45039,-1.1943,-1.18084,-0.71126
-1.27553,-1.92173,-0.80615,-1.34289,-0.24649,0.07987,-0.71126
-0.31776,-0.52745,-1.23177,-0.30172,1.02119,-0.21575,-0.21712
-1.27553,0.58489,-0.15487,2.46262,-1.55078,-2.07848,-1.37983
-0.17779,-0.89891,0.16767,-0.30172,0.22393,-0.52593,-0.21712
1.65653,0.25953,0.16767,1.11406,-1.32828,0.7654,1.29221
0.88309,-1.78169,-1.23177,1.61108,-1.55078,0.40148,-0.21712
-0.576835365399659,-0.138521699609245,0.630283945506233,0.12444533548847,0.317928108703364,-0.220702412113666,0.19268
-0.245432799392751,0.486218118088411,0.531058882344098,-0.230175825147591,-1.03105505614564,-1.12504870212839,-1.37983
-0.720741019934559,0.70167456528138,0.00332,-0.656822999080446,0.13606,0.199929241269974,0.0267635039980142
-0.993702215133196,1.49574702766052,0.619536192087116,0.264938966955159,-0.352620624376097,-0.859356793015873,-0.236306455888013
0.396088010496066,1.22692403137754,1.6383894363383,1.1522769244134,-0.301268751437492,-1.00032917247982,-1.07208196895137
-0.749706781917603,1.16068340155062,0.544600147311763,-0.0521036570495597,-0.481858878224402,-0.84637,-0.21712
-1.4172382744174,-0.384447549613235,0.24507800967956,-0.76096,-0.0557087616061978,-0.21575,0.406773482963131
-1.27553,-0.393190601757401,-0.30033,1.49037940489194,0.0248481689278039,-1.59905997359183,-1.37983
-0.397634029801644,-0.00665,0.193287604092355,0.198887654455869,-0.313917083194857,-0.21575,0.328801058178534
-0.838880763263477,0.641801798559519,0.627302115022246,1.79476213215718,0.0969098583966803,-1.15913549010946,-0.21712
-1.72025565529088,0.806638051976539,1.00291866614385,0.76096,-0.708465617676819,-0.79875360424862,-0.348947170393989
-1.14174667011192,0.0796588897333952,0.00332,0.0491724423095471,0.209832695378416,-0.647248408668152,-1.37983
-0.869287848764599,0.370766438044649,-1.01629426256098,-0.832227415339098,0.638222664859475,0.40148,0.159546306868853
-0.233664599553285,-0.597342886089976,0.80523,-0.464366226887259,-0.072488989960537,-0.52593,-0.21712
0.486458195218178,0.464432279583975,0.992447082561369,0.484190786975864,-1.47209113829653,-0.394570539172292,0.290192880825994
-0.891873605196504,-0.0944698482394918,0.21013114658344,-0.259695859031486,0.631540820199743,-0.866260320178713,-0.21712
0.641400689756386,0.924525577159407,-0.413384916103873,0.377960770039916,0.494574547181163,0.696073620711165,0.814192477592573
-0.438854265684771,-0.41750891567476,-0.923486185539198,-0.438640214275161,-0.693848482959728,-0.556748814031735,-0.264644680956315
-0.696820062562912,-0.345182487038296,0.316443708362272,-0.836205256777197,0.37671044424652,0.7654,1.07937277482516
0.0521784498151437,-0.574744227276495,0.16767,-0.622438117288875,0.020983450441245,0.682226076067527,0.800822093340865
-1.30835426753681,0.0429467077316169,-0.387961517299266,0.846471965252003,-0.753453660642575,0.498096109559672,-0.129464605637822
-0.888982167653852,0.639263958962297,0.472524445881601,1.81866,0.0111946347360748,-1.12955275224445,-0.292890863174364
-1.64378442195171,-0.615153962508856,-0.690525621663161,0.394388569493275,-0.325212194950682,-1.18084,-0.807317268179064
-0.481540405676002,0.0232233551118077,0.268454293893176,0.474707409355516,-0.67825,-0.21575,0.146688186472241
1.20376837982207,-0.11962141045259,0.748213184246255,-1.9126655981935,-0.319040979767123,0.744657464819096,-0.71126
0.815694757799173,1.06046428598927,1.4508943188,0.0647017511450943,-1.9190451366938,-1.03085557689539,-0.85844276470846
0.184094289486477,-1.4418801839195,-1.36260038435526,0.0539154610904269,-0.343651319840402,-0.84637,-0.305483453534627
-1.83953947117615,0.217565958933867,-1.50699391714497,1.33111963393919,1.49966225843863,-1.4352937244042,-0.36934515968594
-0.516365331910324,-0.138985311418101,0.32197,0.68560616678703,-0.370585873309494,-0.21575,-0.0086079913114761
-0.219452350713901,0.12331,-0.9988442385679,1.13633417398027,0.462842221273124,-0.965072278501637,-0.71126
-0.407212450021898,-0.456708467889447,-0.600223269121868,-0.263085180533401,0.29341100711442,-0.891801874510401,-0.64413976060463
0.843730843549162,2.07122942822166,0.240126410321495,0.701611453737821,-0.993229898516221,-0.222541349534183,-0.0125505529232285
-0.287448921422329,-0.0225087936891168,-0.730271986821569,-0.251263591163071,0.987899581922361,-0.143839015363403,-0.21712
-0.0046074436905092,1.11643580795619,0.367214840128796,-0.148413624713555,-0.827141138710123,-0.245343831829755,-0.21712
-0.599426794427544,-0.0648695490964654,0.205561505952569,0.0989273717187162,-0.0206844910318141,-0.21575,0.52975
-1.50884163469834,0.658972577266407,0.737291717638668,0.626048998102123,-1.303782595221,-1.25766776921587,-1.2401532129639
-1.52799100180858,0.198283837904046,0.0454276111797491,0.323034747456516,-0.24649,-0.764271046994592,-1.37983
-0.176349735916128,-0.0518077952509635,1.44581350545037,1.43407434670084,0.39022616872417,0.335191114200804,0.0129933043871879
0.477309887311891,0.254769254281027,0.115719611757452,-0.132710471214703,-0.118782191245449,0.460095319926917,0.744335673863029
-1.90870911322494,0.394105886350129,-2.17035251850734,0.663517725667274,1.13547813494205,-1.54858,-1.21752105375717
-0.0589473431553696,0.458219967359155,0.684293527517104,0.0199098647406831,-0.835734316227352,-1.54858,-1.37983
0.27403021812448,0.635274093621836,2.25415700441124,-1.45003929312577,-2.47749798609207,1.19089239884635,0.866699695958104
0.115613731596458,0.744275818858912,-0.502872982298394,0.553294455944709,-0.476381366660748,-2.03562541498955,-1.37983
0.158884282048344,0.967847302633943,0.267003748171647,1.87402494945672,-2.21844,-0.704622651504965,-0.162296459381402
